"","Target","Dataset","Sample_ID","Hive","Date","Bee_type","Scab","gut_mg","Extractor","Cq","SD","actin_Cq","actin_CopyNum","CopyNum","CellNum","Present","CopyNum_norm","CellNum_norm"
"974","Bi","mm","55","DdM","150609","F","1","NA","PLO",21.5562666666667,"3.6239527222817799E-2",20.9483051300049,8349706.75535649,22267148.4005209,11133574.2002605,1,25775357,12887678
"975","Bi","mm","40","DdM","150513","F","0","NA","PLO",28.1054666666667,"0.23404662640878501",22.0519333333333,4121364.2816852,282545.656581997,141272.828290999,1,662611,331306
"976","Bi","mm","582","DdM","170420","F","1","NA","M",24.8257333333333,"0.146653889594969",21.2083333333333,7070097.78757242,2516883.8621249,1258441.93106245,1,3440718,1720359
"977","Bi","mm","431","DdM","160914","F","1","NA","M",23.2114333333333,"0.102942330133591",19.6751666666667,18853756.401389,7384934.06630458,3692467.03315229,1,3785821,1892910
"978","Bi","mm","219","DdM","160113","W","0","NA","M",21.6892333333333,"0.17468349473643299",20.8766,8741654.88788928,20377876.4958688,10188938.2479344,1,22530798,11265399
"979","Bi","mm","357","DdM","160620","F","1","NA","P",25.3952333333333,"7.6067229036775305E-2",20.5731,10614941.1568886,1721639.69597715,860819.847988573,1,1567603,783801
"980","Bi","mm","203","DdM","151215","F","0","NA","M",23.71365,"2.42537625946973E-2",20.9146,8531704.40740526,5283360.24238867,2641680.12119433,1,5985297,2992649
"981","Bi","mm","310","DdM","160419","F","0","NA","P",27.3357,"5.2716221412390301E-3",21.3790666666667,6338538.84080886,472067.99591529,236033.997957645,1,719825,359912
"982","Bi","mm","61","DdM","150609","F","0","NA","PLO",23.7614,"1.9388914358468502E-2",20.7062473297119,9748193.89570441,5117788.70287964,2558894.35143982,1,5074222,2537111
"983","Bi","mm","535","DdM","170215","W","0","NA","M",20.67095,"0.18476700192404599",21.0936333333333,7608402.46189383,40183015.9426577,20091507.9713288,1,51045840,25522920
"984","Bi","mm","583","DdM","170420","F","0","NA","M",24.0078,"6.6185194719062396E-2",20.4595,11415108.0234072,4342378.07686197,2171189.03843098,1,3676706,1838353
"986","Bi","mm","568","DdM","170316","F","0","NA","M",21.8913,"2.1920310216782101E-2",20.45545,11444722.6080784,17809127.8401967,8904563.92009834,1,15040029,7520015
"987","Bi","mm","417","DdM","160914","F","0","NA","M",21.5938333333333,"0.155592073491337",21.3125,6614300.58795576,21716293.9629789,10858146.9814895,1,31733143,15866571
"988","Bi","mm","551","DdM","170215","W","0","NA","M",22.3407,"4.5396255352178602E-2",20.9157,8525702.57952471,13197794.9374681,6598897.46873404,1,14961754,7480877
"989","Bi","mm","174","DdM","151112","F","0","NA","L",22.7197,"5.3033008588990599E-2",20.70375,9763780.62057619,10250549.8768512,5125274.93842561,1,10147065,5073533
"990","Bi","mm","517","DdM","170117","W","0","NA","M",21.2694,"3.55709150852207E-2",20.9563666666667,8306755.33903891,26961125.6885462,13480562.8442731,1,31370244,15685122
"991","Bi","mm","461","DdM","161116","W","1","NA","M",19.8342,"0.13312073467345401",22.2295,3678799.9867278,70203066.985592,35101533.492796,1,184442589,92221295
"992","Bi","mm","359","DdM","160620","F","0","NA","P",22.8611,"9.6623651348931902E-2",20.0888666666667,14469588.2579555,9328230.85071989,4664115.42535994,1,6230952,3115476
"993","Bi","mm","284","DdM","160314","W","0","NA","M",19.2419333333333,"0.116727217620112",20.89585,8634660.55024346,104200539.93351,52100269.9667548,1,116636909,58318454
"994","Bi","mm","175","DdM","151112","F","1","NA","L",22.4713666666667,"0.13236171400119101",20.9981666666667,8087564.86630544,12096556.3545259,6048278.17726296,1,14456238,7228119
"995","Bi","mm","130","DdM","150915","F","1","NA","PLO",22.9686,"0.23115814932638601",20.3616078694661,12152852.084388,8682973.44577434,4341486.72288717,1,6905602,3452801
"996","Bi","mm","267","DdM","160314","W","0","NA","M",18.9909333333333,"0.20742339148064701",20.8238333333333,9041786.74291164,123184707.445773,61592353.7228864,1,131678187,65839093
"998","Bi","mm","333","DdM","160517","F","0","NA","P",22.8312333333333,"4.1918532098981102E-2",20.2247,13265281.3702553,9515866.53019849,4757933.26509925,1,6933351,3466675
"999","Bi","mm","494","DdM","161216","W","0","NA","M",22.2851708730062,"6.06123087453911E-2",20.1646,13785246.936188,13695629.4721851,6847814.73609256,1,9602377,4801188
"1000","Bi","mm","3","DdM","150411","F","0","NA","PLO",25.467477162679,"0.15408417217258499",20.7472,9496114.38506735,1640670.05966924,820335.029834618,1,1669885,834943
"1001","Bi","mm","206","DdM","151215","F","0","NA","M",24.9104,"5.0943007370983798E-2",21.1523333333333,7327981.55101704,2378727.2339565,1189363.61697825,1,3137412,1568706
"1002","Bi","mm","449","DdM","161012","F","1","NA","M",24.3640666666667,"3.6442466070961903E-2",19.4590666666667,21649045.603492,3424181.23197061,1712090.6159853,1,1528725,764362
"1003","Bi","mm","268","DdM","160314","W","1","NA","M",19.7413,"7.8488852711707205E-2",21.0498333333333,7824611.73105101,74689387.7481786,37344693.8740893,1,92258715,46129358
"1004","Bi","mm","403","DdM","160816","F","1","NA","M",20.47455,"5.56493036793822E-2",19.1272,26769732.8238029,45805518.1216461,22902759.060823,1,16538079,8269040
"1005","Bi","mm","538","DdM","170215","W","1","NA","M",19.3545,"3.3799704140716098E-2",20.9851,8155455.03963765,96665590.0537184,48332795.0268592,1,114560529,57280264
"1006","Bi","mm","523","DdM","170117","W","0","NA","M",19.2481333333333,"0.18242654229396901",21.096,7596891.55103192,103770645.40158,51885322.7007902,1,132023090,66011545
"1007","Bi","mm","237","DdM","160113","W","1","NA","M",22.38995,"8.4357838995554504E-2",20.4274,11651950.6386042,12771418.0281693,6385709.01408465,1,10593800,5296900
"1008","Bi","mm","192","DdM","151112","F","0","NA","L",22.7302666666667,"2.7121639576790198E-2",20.853,8874637.88922093,10178579.5039709,5089289.75198546,1,11085310,5542655
"1010","Bi","mm","132","DdM","150915","F","1","NA","PLO",20.5136333333333,"5.2000224358489298E-2",20.2429593404134,13111226.5463968,44627206.0838561,22313603.041928,1,32897862,16448931
"1011","Bi","mm","99","DdM","150817","F","1","NA","PLO",21.8858,"4.6289955713956402E-2",20.5743666666667,10606342.8719355,17874561.2620926,8937280.63104631,1,16288498,8144249
"1013","Bi","mm","104","DdM","150817","F","0","NA","PLO",22.0541666666667,"9.8108171593059096E-2",20.8886,8674802.52025515,15976375.670498,7988187.83524898,1,17800408,8900204
"1014","Bi","mm","510","DdM","170117","W","0","NA","M",18.6318666666667,"9.3989378832575701E-2",20.62165,10290311.9357398,156508718.820387,78254359.4101936,1,147001341,73500671
"1015","Bi","mm","420","DdM","160914","F","1","NA","M",23.6992,"0.212511364402001",21.5894666666667,5540283.27305165,5334513.07756869,2667256.53878435,1,9306237,4653119
"1016","Bi","mm","376","DdM","160715","F","0","NA","P",29.3760666666667,"4.8462803605789598E-2",22.03925,4154941.55393919,121097.983778737,60548.9918893686,1,281698,140849
"1017","Bi","mm","346","DdM","160620","F","1","NA","P",21.4837333333333,"6.1154258505303601E-2",20.092,14440612.4591145,23370578.1107388,11685289.0553694,1,15642103,7821052
"1018","Bi","mm","480","DdM","161116","W","0","NA","M",20.3683666666667,"8.1984470074114704E-2",21.6662333333333,5274766.60474651,49166276.6174379,24583138.3087189,1,90089748,45044874
"1019","Bi","mm","223","DdM","160113","W","0","NA","M",24.6944666666667,"4.7320432514225401E-2",20.7850666666667,9268834.45826172,2747113.18054121,1373556.5902706,1,2864592,1432296
"1020","Bi","mm","497","DdM","161216","W","1","NA","M",18.2681083679199,"3.5750863032962599E-2",20.6292666666667,10240291.9375573,199470612.411372,99735306.2056862,1,188268596,94134298
"1021","Bi","mm","105","DdM","150817","F","1","NA","PLO",23.6786,"0.209255561455365",21.1958666666667,7126710.84780098,5408294.30293723,2704147.15146861,1,7334702,3667351
"1023","Bi","mm","331","DdM","160517","F","1","NA","P",25.56165,"0.144037651327698",20.8463,8912758.8983366,1540812.6647037,770406.332351848,1,1670894,835447
"1024","Bi","mm","239","DdM","160113","W","1","NA","M",19.2108333333333,"0.117186574885237",20.3667666666667,12112809.8722528,106383968.194555,53191984.0972774,1,84887274,42443637
"1026","Bi","mm","588","DdM","170420","F","1","NA","M",23.6611,"2.46073159852923E-2",20.58895,10507849.7306146,5471773.64420004,2735886.82210002,1,5032984,2516492
"1027","Bi","mm","224","DdM","160113","W","0","NA","M",19.3698,"0.22346438194933901",20.3904666666667,11930540.8451793,95684412.6368624,47842206.3184312,1,77516180,38758090
"1028","Bi","mm","498","DdM","161216","W","0","NA","M",20.7156308492025,"2.1521099471328801E-2",20.6106333333333,10363092.9204782,39003488.2291305,19501744.1145653,1,36376872,18188436
"1030","Bi","mm","101","DdM","150817","F","0","NA","PLO",24.0669333333333,"0.10869251737508701",21.4673333333333,5990530.62029205,4174488.54172003,2087244.27086001,1,6735181,3367591
"1031","Bi","mm","272","DdM","160314","W","0","NA","M",18.7178666666667,"0.17913638193659301",20.8773,8737741.05471127,147786201.382547,73893100.6912733,1,163472994,81736497
"1032","Bi","mm","392","DdM","160816","F","1","NA","M",21.7015,"8.0893015767740897E-2",19.5934666666667,19865398.5863945,20211876.440243,10105938.2201215,1,9833784,4916892
"1033","Bi","mm","574","DdM","170316","F","1","NA","M",22.91555,"4.8719657223752599E-2",20.56045,10701194.2111185,8995621.35578635,4497810.67789317,1,8124754,4062377
"1034","Bi","mm","452","DdM","161012","F","1","NA","M",23.9042,"8.7152510004014402E-2",19.6071333333333,19692468.4993984,4652957.10522162,2326478.55261081,1,2283706,1141853
"1035","Bi","mm","225","DdM","160113","W","1","NA","M",20.4204666666667,"0.181422168803411",20.6954666666667,9815658.50130992,47487546.9352396,23743773.4676198,1,46759687,23379844
"1036","Bi","mm","63","DdM","150609","F","1","NA","PLO",21.1184666666667,"3.3306655991454498E-3",20.5576318105062,10720505.0815591,29815812.3823043,14907906.1911522,1,26880832,13440416
"1038","Bi","mm","531","DdM","170215","W","1","NA","M",21.179,"0.148351002692936",20.8381666666667,8959255.25769412,28636297.2837891,14318148.6418946,1,30892727,15446364
"1039","Bi","mm","166","DdM","151014","F","0","NA","L",22.6165186564128,"9.4021455503249696E-2",20.8115,9113410.49120373,10980632.0841884,5490316.0420942,1,11645488,5822744
"1040","Bi","mm","393","DdM","160816","F","1","NA","M",21.4285,"8.5559920523573793E-2",19.0505333333333,28115445.8961604,24247357.6666837,12123678.8333419,1,8335482,4167741
"1041","Bi","mm","379","DdM","160715","F","0","NA","P",24.8985666666667,"4.5610671265980798E-2",20.9255,8472417.77086882,2397570.83712831,1198785.41856415,1,2735114,1367557
"1042","Bi","mm","453","DdM","161012","F","1","NA","M",23.656,"6.9177814362698806E-2",19.2991333333333,23981390.7784359,5490413.16054558,2745206.58027279,1,2212799,1106399
"1043","Bi","mm","559","DdM","170316","F","0","NA","M",26.5661666666667,"0.17154189964359601",20.4878,11210299.1194143,788592.986301341,394296.493150671,1,679903,339952
"1044","Bi","mm","181","DdM","151112","F","0","NA","L",23.6581,"6.2913353113627196E-2",20.6229666666667,10281647.7184229,5482730.38814685,2741365.19407343,1,5154013,2577006
"1045","Bi","mm","469","DdM","161116","W","0","NA","M",20.3911333333333,"6.8305368261456195E-2",22.8454333333333,2480711.64697292,48425525.8149238,24212762.9074619,1,188672828,94336414
"1046","Bi","mm","44","DdM","150513","F","0","NA","PLO",21.9523,"3.6897560894996698E-2",20.5537666666667,10747046.6029879,17099276.1183724,8549638.0591862,1,15378001,7689001
"1047","Bi","mm","35","DdM","150513","F","1","NA","PLO",23.3341666666667,"3.1351129697879697E-2",21.0091,8031193.28014566,6804628.26477445,3402314.13238723,1,8189090,4094545
"1048","Bi","mm","50","DdM","150609","F","1","NA","PLO",21.2795666666667,"7.0985162768943594E-2",20.7218914031982,9651118.22262769,26778969.8739772,13389484.9369886,1,26818071,13409035
"1049","Bi","mm","454","DdM","161012","F","1","NA","M",22.8320333333333,"0.206189096058285",19.4511333333333,21759200.7694415,9510791.71563767,4755395.85781883,1,4224595,2112297
"1050","Bi","mm","560","DdM","170316","F","1","NA","M",26.0414,"0.29330789283617997",20.37575,12043396.5375427,1118972.82491967,559486.412459834,1,898011,449006
"1052","Bi","mm","335","DdM","160517","F","0","NA","P",23.4285666666667,"2.0657282815833799E-2",19.8868666666667,16465674.1420939,6389504.90198619,3194752.4509931,1,3750585,1875292
"1053","Bi","mm","47","DdM","150513","F","1","NA","PLO",22.7290666666667,"9.2181144131179296E-2",20.5615,10694008.2718686,10186727.2946454,5093363.64732268,1,9206731,4603366
"1054","Bi","mm","440","DdM","161012","F","0","NA","M",21.7764666666667,"0.13740980071789999",19.4371333333333,21954961.3067103,19226362.0474699,9613181.02373494,1,8464002,4232001
"1055","Bi","mm","500","DdM","161216","W","0","NA","M",19.7305221557617,"1.02339291680212E-2",19.7687,17758682.6373946,75228091.4847863,37614045.7423931,1,40943088,20471544
"1056","Bi","mm","243","DdM","160217","W","0","NA","M",18.10175,"0.15337146083936101",21.1711184183757,7240443.19400532,222871464.346075,111435732.173038,1,297509348,148754674
"1057","Bi","mm","213","DdM","151215","F","1","NA","M",22.5808,"0.15200759849428599",21.3775,6344894.94884846,11245300.5880557,5622650.29402787,1,17130022,8565011
"1058","Bi","mm","139","DdM","150915","F","0","NA","PLO",22.7369,"0.11501812900582301",20.2228889465332,13280659.6304885,10133657.7652364,5066828.88261818,1,7374930,3687465
"1059","Bi","mm","276","DdM","160314","W","0","NA","M",22.81745,"6.2437528778772303E-2",20.6442,10142926.6667908,9603727.81687635,4801863.90843818,1,9151407,4575703
"1060","Bi","mm","441","DdM","161012","F","1","NA","M",21.9318666666667,"3.0922699321587001E-2",19.3699333333333,22919408.8575589,17333848.3593902,8666924.17969509,1,7309756,3654878
"1062","Bi","mm","550","DdM","170215","W","0","NA","M",22.47955,"7.4741186771417195E-2",20.66045,10038028.2282991,12030729.1653854,6015364.58269271,1,11583901,5791951
"1063","Bi","mm","320","DdM","160517","F","0","NA","P",25.1081333333333,"9.4490070025021106E-2",20.7071333333333,9742670.01320297,2084890.52639425,1042445.26319712,1,2068314,1034157
"1064","Bi","mm","427","DdM","160914","F","0","NA","M",23.1150925954183,"5.3249934322467003E-2",19.7135333333333,18396625.2156871,7874914.28904955,3937457.14452478,1,4137319,2068659
"1066","Bi","mm","352","DdM","160620","F","0","NA","P",24.561,"0.119970371342261",20.4721333333333,11323221.4610509,3002804.27052104,1501402.13526052,1,2563116,1281558
"1070","Bi","mm","110","DdM","150817","F","0","NA","PLO",22.5983333333333,"0.10763876315404899",20.8117333333333,9112050.19603094,11114594.1497611,5557297.07488056,1,11789321,5894661
"1071","Bi","mm","563","DdM","170316","F","0","NA","M",26.7839,"0.102671904628286",19.8823,16513849.0878281,682024.133099083,341012.066549542,1,399174,199587
"1072","Bi","mm","353","DdM","160620","F","1","NA","P",24.7091666666667,"3.7061615363248798E-2",20.2874666666667,12743170.0989296,2720317.49787344,1360158.74893672,1,2063257,1031629
"1073","Bi","mm","20","DdM","150411","F","0","NA","PLO",25.5329386393229,"0.15092511925126201",21.0161333333333,7995137.70453456,1570595.44048995,785297.720244976,1,1898671,949335
"1075","Bi","mm","230","DdM","160113","W","0","NA","M",20.9930666666667,"0.31797377774485303",20.7684666666667,9367792.0610283,32416125.2397244,16208062.6198622,1,33445305,16722652
"1076","Bi","mm","412","DdM","160914","F","0","NA","M",20.6957,"0.15779610261346699",18.9772666666667,29464648.4720953,39525302.5625827,19762651.2812913,1,12965380,6482690
"1077","Bi","mm","69","DdM","150609","F","1","NA","PLO",22.8505333333333,"2.9163733185814299E-2",20.6348215738932,10203965.2710585,9394188.60566771,4697094.30283386,1,8898189,4449094
"1078","Bi","mm","558","DdM","170316","F","0","NA","M",26.85965,"4.8719657223755097E-2",20.7762333333333,9321361.78457649,648430.417375444,324215.208687722,1,672350,336175
"1079","Bi","mm","142","DdM","150915","F","0","NA","PLO",23.7611666666667,"9.7098523847345894E-2",20.3888301849365,11943037.8663314,5118585.02833953,2559292.51416976,1,4142346,2071173
"1080","Bi","mm","339","DdM","160620","F","0","NA","P",24.7444,"6.6819982041302198E-2",20.6487666666667,10113337.2634264,2657152.07583458,1328576.03791729,1,2539412,1269706
"1081","Bi","mm","458","DdM","161012","F","1","NA","M",18.2834666666667,"4.3164839086151402E-2",19.5027,21053084.9410598,197438265.63987,98719132.8199352,1,90641459,45320729
"1083","Bi","mm","37","DdM","150513","F","1","NA","PLO",23.3148333333333,"3.0882411391167999E-2",20.6356666666667,10198450.0386401,6892918.19824861,3446459.0991243,1,6532513,3266256
"1084","Bi","mm","399","DdM","160816","F","0","NA","M",21.64865,"6.03162084352101E-2",19.2339333333333,25002844.8121462,20936853.3350635,10468426.6675317,1,8093443,4046721
"1085","Bi","mm","176","DdM","151112","F","1","NA","L",24.5347666666667,"7.0603847864923699E-2",21.0055666666667,8049367.82241547,3055792.83571318,1527896.41785659,1,3669217,1834609
"1086","Bi","mm","143","DdM","150915","F","1","NA","PLO",21.6454666666667,"2.3591170664748799E-2",20.044225692749,14888781.1722778,20981342.2913198,10490671.1456599,1,13620261,6810130
"1087","Bi","mm","280","DdM","160314","W","1","NA","M",20.0284333333333,"0.296429255191408",20.7975333333333,9195204.82817846,61674872.1903002,30837436.0951501,1,64827332,32413666
"1088","Bi","mm","414","DdM","160914","F","0","NA","M",23.6802333333333,"8.1930844822527896E-2",19.0769,27645172.5432712,5402407.27164309,2701203.63582154,1,1888771,944386
"1090","Bi","mm","232","DdM","160113","W","1","NA","M",19.7608,"0.47362012203875098",21.3074333333333,6635774.84569748,73724513.4086949,36862256.7043475,1,107382021,53691011
"1091","Bi","mm","566","DdM","170316","F","1","NA","M",24.1003,"0.122603058689415",21.10975,7530358.4539911,4082635.94819842,2041317.97409921,1,5240061,2620030
"1092","Bi","mm","296","DdM","160419","F","1","NA","P",24.6189333333333,"0.150025208992799",21.5028333333333,5856012.99193021,2889017.49310832,1444508.74655416,1,4768255,2384127
"1093","Bi","mm","188","DdM","151112","F","0","NA","L",24.0639333333333,"0.117900819901023",20.6183,10312389.2715005,4182847.58670885,2091423.79335442,1,3920343,1960171
"1094","Bi","mm","281","DdM","160314","W","0","NA","M",22.1794333333333,"0.16873720198383399",21.3288666666667,6545406.7532918,14696110.9223261,7348055.46116305,1,21700867,10850433
"1095","Bi","mm","172","DdM","151112","F","1","NA","L",24.6346666666667,"0.194843150593838",20.8348666666667,8978189.68689202,2858867.13421852,1429433.56710926,1,3077631,1538815
"1096","Bi","mm","596","DdM","170420","F","1","NA","M",21.5891333333333,"5.0893450790188699E-2",19.7328666666667,18170489.1924026,21784459.0447944,10892229.5223972,1,11587546,5793773
"1097","Bi","mm","325","DdM","160517","F","1","NA","P",24.1962,"1.06066017177986E-2",20.329,12409032.674559,3829738.09427958,1914869.04713979,1,2982926,1491463
"1098","Bi","mm","534","DdM","170215","W","1","NA","M",22.79955,"9.5105862069592595E-2",20.8651,8806205.13370872,9719042.59078634,4859521.29539317,1,10667091,5333545
"1100","Bi","mm","133","DdM","150915","F","1","NA","PLO",23.3184,"5.1797683345880301E-2",20.3879521687826,11949748.2468468,6876544.49198957,3438272.24599478,1,5561895,2780948
"1101","Bi","mm","520","DdM","170117","W","1","NA","M",19.3451,"1.7972478960899901E-2",19.7462666666667,18015386.5901297,97273387.9850451,48636693.9925225,1,52186931,26093465
"1102","Bi","mm","390","DdM","160816","F","1","NA","M",21.9447666666667,"0.23265111934683",19.1887,25736944.0981279,17185386.1661451,8592693.08307255,1,6453772,3226886
"1104","Bi","mm","460","DdM","161116","W","1","NA","M",20.1755333333333,"6.6206973449428996E-2",21.8876333333333,4578148.13502529,55912604.5484611,27956302.2742305,1,118040539,59020269
"1105","Bi","mm","597","DdM","170420","F","0","NA","M",26.8837,"0.158358075259836",20.0895,14463726.763028,638114.722564838,319057.361282419,1,426412,213206
"1107","Bi","mm","492","DdM","161216","W","1","NA","M",21.8659350077311,"0.13327148199689201",20.3445333333333,12286329.9086136,18112903.4852563,9056451.74262817,1,14248764,7124382
"1108","Bi","mm","521","DdM","170117","W","1","NA","M",19.8317333333333,"0.133988705991711",21.1454333333333,7360400.59518873,70318630.6855798,35159315.3427899,1,92337955,46168978
"1109","Bi","mm","204","DdM","151215","F","0","NA","M",25.8125333333333,"4.5668406292898901E-2",21.3546,6438533.11599674,1303457.2672742,651728.633637099,1,1956686,978343
"1110","Bi","mm","255","DdM","160217","W","0","NA","M",19.0510666666667,"0.18476648325205899",20.9588476816813,8293581.14516979,118343074.378683,59171537.1893413,1,137915173,68957587
"1111","Bi","mm","62","DdM","150609","F","1","NA","PLO",24.1807,"9.0095005410953999E-2",20.5798473358154,10569219.625011,3869525.41539387,1934762.70769694,1,3538556,1769278
"1112","Bi","mm","387","DdM","160816","F","1","NA","M",22.0509,"0.10295474734076",19.4374333333333,21950748.028775,16011213.7210419,8005606.86052095,1,7049953,3524977
"1113","Bi","mm","235","DdM","160113","W","1","NA","M",20.4833666666667,"0.15327544921915401",20.7674333333333,9373986.88673945,45537018.3497057,22768509.1748529,1,46951725,23475862
"1114","Bi","mm","373","DdM","160715","F","0","NA","P",29.40265,"0.21701107114615301",22.8375,2493334.06036455,118970.33178804,59485.1658940201,1,461179,230589
"1115","Bi","mm","589","DdM","170420","F","1","NA","M",24.95695,"0.174018978850008",20.52985,10912747.3078508,2306026.42216443,1153013.21108222,1,2042403,1021202
"1116","Bi","mm","205","DdM","151215","F","0","NA","M",24.33195,"0.117874700423797",21.2782666666667,6760755.96297229,3498302.61266717,1749151.30633359,1,5001191,2500595
"1117","Bi","mm","478","DdM","161116","W","1","NA","M",20.5635333333333,"0.110873456396619",21.8615,4655332.25931734,43166735.8421127,21583367.9210563,1,89621009,44810504
"1118","Bi","mm","125","DdM","150915","F","1","NA","PLO",22.7146666666667,"7.46593820851294E-2",20.4880625406901,11208416.401716,10285011.0086814,5142505.50434071,1,8868942,4434471
"1119","Bi","mm","564","DdM","170316","F","0","NA","M",25.81265,"8.1105147802098904E-2",20.07685,14581253.6141352,1303355.87044514,651677.935222569,1,863932,431966
"1120","Bi","mm","328","DdM","160517","F","0","NA","P",25.3417,"0.129559715961405",20.3803333333333,12008134.9610127,1784205.7292222,892102.864611099,1,1436087,718043
"1121","Bi","mm","542","DdM","170215","W","0","NA","M",21.4109,"2.6587214972615E-2",20.7778,9312023.94950486,24533594.5802115,12266797.2901057,1,25464104,12732052
"1122","Bi","mm","374","DdM","160715","F","1","NA","P",27.6319333333333,"4.47867539941596E-2",22.7205666666667,2687008.44999175,387452.669533066,193726.334766533,1,1393673,696837
"1123","Bi","mm","9","DdM","150411","F","0","NA","PLO",23.3119119008382,"0.104971972532242",20.5408,10836568.2153844,6906358.83162373,3453179.41581187,1,6159829,3079915
"1124","Bi","mm","479","DdM","161116","W","1","NA","M",21.0702,"0.18183871974912399",22.0308,4177463.39436891,30791024.5771463,15395512.2885731,1,71239816,35619908
"1125","Bi","mm","121","DdM","150817","F","1","NA","PLO",23.6950333333333,"5.5706043956945901E-2",20.9290666666667,8453107.76727545,5349354.81250756,2674677.40625378,1,6116406,3058203
"1126","Bi","mm","528","DdM","170117","W","0","NA","M",20.4933333333333,"6.7617625907253703E-2",20.2710333333333,12877847.864703,45235391.5793294,22617695.7896647,1,33950515,16975257
"1127","Bi","mm","211","DdM","151215","F","1","NA","M",23.6668666666667,"0.110646298326395",21.2092,7066178.8804025,5450773.80658591,2725386.90329295,1,7455638,3727819
"1129","Bi","mm","162","DdM","151014","F","1","NA","L",23.2787443796794,"3.4725655426842701E-2",20.3964333333333,11885086.9463708,7060802.87306677,3530401.43653339,1,5741998,2870999
"1130","Bi","mm","207","DdM","151215","F","0","NA","M",27.7195,"0.14553566573180601",21.1369666666667,7400376.51636878,365477.224576838,182738.612288419,1,477329,238664
"1131","Bi","mm","42","DdM","150513","F","0","NA","PLO",24.1732,"7.1326923388017702E-2",20.6301666666667,10234397.5636801,3888925.47466443,1944462.73733221,1,3672642,1836321
"1132","Bi","mm","269","DdM","160314","W","0","NA","M",18.8513666666667,"0.22281849863360301",20.8219666666667,9052590.83374593,135199087.75271,67599543.8763551,1,144348465,72174233
"1133","Bi","mm","118","DdM","150817","F","0","NA","PLO",28.5377,"0.22531180617091601",21.6485333333333,5334834.93462177,211796.430884583,105898.215442292,1,383715,191858
"1134","Bi","mm","539","DdM","170215","W","1","NA","M",19.5195,"6.78822509939011E-3",20.9661,8255191.00366695,86594384.3838459,43297192.1919229,1,101385046,50692523
"1135","Bi","mm","212","DdM","151215","F","0","NA","M",28.7084,"9.9580570394029302E-2",21.2265,6988404.33186472,189010.444331612,94505.2221658061,1,261408,130704
"1137","Bi","mm","238","DdM","160113","W","1","NA","M",21.3488666666667,"8.5029426278984799E-2",20.9039,8590306.7145463,25569683.4927657,12784841.7463828,1,28769213,14384607
"1138","Bi","mm","178","DdM","151112","F","1","NA","L",22.4435333333333,"0.10111361596409001",21.0095666666667,8028795.93874868,12323156.9247916,6161578.46239581,1,14834840,7417420
"1139","Bi","mm","450","DdM","161012","F","0","NA","M",22.7893,"1.12707586257526E-2",19.8257666666667,17122037.2898979,9785697.174149,4892848.5870745,1,5523923,2761962
"1141","Bi","mm","119","DdM","150817","F","0","NA","PLO",22.0680666666667,"0.13374275058235199",21.0592666666667,7777532.86229571,15828981.7216156,7914490.86080782,1,19670818,9835409
"1142","Bi","mm","578","DdM","170316","F","0","NA","M",24.3978666666667,"0.136808418356961",20.755,9448846.59757757,3347870.38741099,1673935.1937055,1,3424531,1712266
"1143","Bi","mm","53","DdM","150609","F","1","NA","PLO",21.3093333333333,"3.3684615677387501E-2",20.6454372406006,10134901.5116495,26252687.4944189,13126343.7472095,1,25036034,12518017
"1144","Bi","mm","134","DdM","150915","F","1","NA","PLO",20.6195,"4.88515097003148E-2",20.5246397654216,10949182.6818279,41585495.5693468,20792747.7846734,1,36708909,18354455
"1145","Bi","mm","301","DdM","160419","F","1","NA","P",25.93925,"0.244163971543714",22.7196,2688670.66777431,1197846.17662168,598923.088310841,1,4306007,2153004
"1146","Bi","mm","164","DdM","151014","F","0","NA","L",20.5969568888346,"3.75655501010679E-2",20.4696666666667,11341104.0762741,42215323.0697012,21107661.5348506,1,35977094,17988547
"1147","Bi","mm","466","DdM","161116","W","1","NA","M",21.5537666666667,"0.142642221425963",21.7955666666667,4855897.26844724,22304298.8717959,11152149.4358979,1,44394624,22197312
"1148","Bi","mm","406","DdM","160816","F","0","NA","M",20.6116,"0.14642195873570399",19.2324,25027383.2483495,41805135.3644141,20902567.682207,1,16144533,8072267
"1149","Bi","mm","289","DdM","160314","W","1","NA","M",17.7398333333333,"4.6024594874188897E-2",20.7530666666667,9460540.56810992,283701436.591232,141850718.295616,1,289839040,144919520
"1150","Bi","mm","546","DdM","170215","W","1","NA","M",21.68025,"0.19947482297272501",21.7099,5129452.04619349,20500308.654208,10250154.327104,1,38627867,19313933
"1151","Bi","mm","579","DdM","170420","F","1","NA","M",25.0964,"0.12473363620130801",21.2489,6888972.41254543,2101266.32063957,1050633.16031979,1,2948071,1474036
"1152","Bi","mm","348","DdM","160620","F","1","NA","P",24.3975333333333,"0.155635642875703",20.7965333333333,9201089.30948696,3348614.59368293,1674307.29684147,1,3517525,1758763
"1153","Bi","mm","332","DdM","160517","F","0","NA","P",24.361,"8.3403297296929302E-2",20.3488666666667,12252316.4903545,3431190.37796411,1715595.18898206,1,2706686,1353343
"1154","Bi","mm","407","DdM","160816","F","1","NA","M",19.96,"0.114418049275453",19.0476,28168256.5818352,64554392.0553408,32277196.0276704,1,22150173,11075087
"1155","Bi","mm","457","DdM","161012","F","1","NA","M",24.5512666666667,"4.6004818588201303E-2",19.3253666666667,23582277.2206606,3022356.50493753,1511178.25246876,1,1238715,619357
